category	yelp_rating	yelp_rating_count	yelp_price	seamless_rating	seamless_rating_count	seamless_price	sanitation_grade	sanitation_score	city	median_zip_income
thai/vietnamese/se_asian	3.5913978	186	0.4	5	412	0.4	A	13	Brooklyn	44173
spanish							A	2	Brooklyn	37636
steak/seafood	2.186813	91	0.4				A	2	Brooklyn	93693
american	4.138837	533	0.6				A	7	New York	105144
american	3.461111	180	0.4				A	10	New York	101979
american							A	7	Brooklyn	68177
chinese	1.6666666	3					Z	23	Queens	43248
soup/salad/sandwiches							A	4	Staten Island	62457
american	3.5833333	60	0.4				A	7	New York	106888
american	3.739796	196	0.4				A	13	New York	101515
american	3.4460094	213	0.4	4	36	0.4	A	10	New York	68790
burgers/hotdogs/junk	4.6666665	3		4	2	0.4	Z	36	Brooklyn	40960
burgers/hotdogs/junk	3.748387	155	0.4				A	0	Brooklyn	71999
japanese	4.271556	1009	0.6				A	12	New York	108250
steak/seafood	2.6630435	92	0.4				A	9	Queens	44964
italian	3.5789473	19	0.4				A	10	Staten Island	90196
bbq/southern	2.625	40	0.2				A	11	New York	101515
american	3.625	8	0.6					22	New York	106888
italian	3.7839196	199	0.6	5	35	0.6	A	4	New York	64013
italian	3.4230769	52	0.4	5	5	0.6		35	Bronx	46001
coffee/cafe							A	2	New York	210125
vegan/vegetarian/health	4.3846154	13	0.2				A	12	Queens	44964
thai/vietnamese/se_asian	3.6687117	163	0.4	4	140	0.2	A	12	New York	105144
coffee/cafe							A	4	Queens	57576
chinese	2.9142857	105	0.4				B	22	New York	68790
soup/salad/sandwiches							Z	18	New York	106888
pizza	3.857143	7	0.2				A	11	Bronx	46001
bakery	4.1896553	58	0.2				A	9	Queens	48236
japanese	3.8552632	75	0.4	5	13	0.4	A	8	Queens	73079
pizza	3.0	2	0.2	5	5	0.4	A	7	Brooklyn	49629
italian	3.707819	243	0.4	4	144	0.4	A	10	Queens	49371
coffee/cafe									Bronx	35358
burgers/hotdogs/junk							A	6	New York	35694
pizza	4.2	5	0.2	4	29	0.4	A	12	New York	36095
latin	3.9035087	114	0.4	4	126	0.6	B	25	Brooklyn	44173
bakery	4.276923	65	0.4					26	Brooklyn	45112
bagels	3.641593	451	0.2	4	179	0.2	A	4	New York	101515
pizza	4.202381	252	0.4				A	9	Staten Island	56883
american								32	Brooklyn	40146
sushi	3.8	10	0.4	2	3	0.4	A	9	Brooklyn	42568
coffee/cafe	4.205128	39	0.2		0	0.2	A	12	New York	77853
burgers/hotdogs/junk							Z	21	Brooklyn	93693
misc	3.1166666	120	0.4	2	8	0.4	A	12	New York	80519
american							A	10	Queens	55553
delis							B	25	Queens	50130
caribbean							A	0	Brooklyn	35665
indpak	3.2638888	73	0.4	3	12	0.6	A	13	Queens	47750
american	3.1304348	46	0.4	4	41	0.2	A	13	New York	87813
american							A	9	Brooklyn	78591
mediterranean/mideastern	4.0051284	195	0.4	5	31	0.4		11	Queens	54188
pizza							A	7	Bronx	24478
japanese	3.489796	49	0.4	4	151	0.6	A	11	New York	110091
burgers/hotdogs/junk	2.8709676	31	0.2				A	8	New York	68790
american							A	9	New York	32265
bbq/southern	3.3287983	441	0.4	3	492	0.4	A	7	New York	210125
american	3.8125	64	0.2				Z	26	Brooklyn	62634
thai/vietnamese/se_asian	2.836478	159	0.4				A	9	Brooklyn	41246
chinese							A	5	New York	32265
japanese	3.7096775	93	0.4	4	146	0.4		37	Queens	49371
american							B	26	Queens	73079
coffee/cafe	2.0	10	0.4				A	3	New York	108250
soup/salad/sandwiches							A	5	Queens	55553
chinese							A	8	Bronx	21913
coffee/cafe	3.4285715	7	0.4				A	2	New York	108250
chinese	3.3529413	17	0.4					19	Staten Island	77720
japanese							B	21	New York	32265
coffee/cafe	2.8	10	0.4	4	100	0.2	A	12	New York	101979
chinese	2.25	4					A	9	Queens	55225
japanese	3.3099275	413	0.2					46	New York	77853
coffee/cafe							A	2	New York	108250
delis							A	7	Queens	46325
indpak	3.0	9	0.2				A	11	Brooklyn	53251
caribbean								3	Bronx	35358
latin							A	11	New York	68790
american							A	4	Brooklyn	93184
misc							A	12	Queens	52489
chinese	3.3333333	12	0.2					21	Brooklyn	37636
spanish							A	9	Queens	46325
misc_restaurant	3.3333333	3	0.2				A	5	Bronx	46001
american							A	12	New York	106888
chinese	3.1	10	0.2	3	29	0.2	B	14	Brooklyn	93184
spanish							A	2	Brooklyn	35665
bakery							A	12	New York	108250
italian	3.5	2	0.2	4	9	0.4	A	10	New York	26214
bars/nightlife	3.25	4	0.2				A	11	Bronx	56058
american	3.9295774	71	0.2	4	60	0.4	A	9	New York	59034
coffee/cafe	3.75	28	0.2						Brooklyn	41688
american							A	9	Staten Island	51852
american							A	4	Brooklyn	93184
coffee/cafe	3.3333333	15	0.2				A	9	New York	106888
mexican	3.8	5	0.2				A	12	Brooklyn	68177
chinese	3.6	5	0.4				A	7	Queens	51258
pizza	3.0	1					A	11	Bronx	24445
soup/salad/sandwiches	1.6	10	0.2				A	0	Queens	72538
american							A	8	New York	106888
pizza	2.0	2	0.2	3	6	0.4	Z	49	Queens	44964
delis							A	13	Staten Island	77720
delis							A	10	Bronx	24478
burgers/hotdogs/junk	3.25	4	0.2				B	18	Queens	55225
indpak	3.8333333	6	0.2				A	12	Brooklyn	35665
vegan/vegetarian/health	3.096774	31	0.4				B	24	New York	107976
coffee/cafe	4.5	2					B	18	Brooklyn	45112
burgers/hotdogs/junk	1.5	4	0.2				A	7	Queens	0
indpak	3.1604939	81	0.4	4	114	0.4	A	7	New York	127281
breakfast_brunch	2.8181818	44	0.4	4	69	0.4	B	23	Brooklyn	42434
chinese							A	7	Brooklyn	54664
bars/nightlife	2.7142856	7	0.6				A	10	Queens	48236
american							A	13	New York	35694
thai/vietnamese/se_asian	3.8374383	609	0.4	5	12	0.4	A	9	New York	80519
bars/nightlife	2.5555556	9	0.4				A	2	New York	76138
mediterranean/mideastern	3.8076923	208	0.4	5	104	0.8		28	New York	106888
bakery							A	13	Queens	46325
coffee/cafe							A	5	New York	120729
spanish							B	14	Queens	48548
soup/salad/sandwiches	3.0277777	72	0.4				A	13	New York	68790
chinese	3.1680672	119	0.4				A	2	New York	32265
italian	3.0	6	0.2				A	9	Brooklyn	28584
spanish	3.510204	49	0.4				A	3	New York	68790
thai/vietnamese/se_asian	3.6232877	146	0.4	4	275	0.4	B	26	New York	101979
thai/vietnamese/se_asian	1.9423077	104	0.2	5	7	0.2	A	13	New York	108250
mediterranean/mideastern	3.435484	62	0.2		0		A	12	New York	91767
coffee/cafe	2.9166667	24	0.4				A	10	New York	68463
spanish								23	Staten Island	56883
italian	3.1764705	17	0.4				A	11	Queens	78415
japanese							B	26	New York	80519
american							A	2	New York	115787
burgers/hotdogs/junk	2.5	2					A	4	New York	39897
korean	3.7804878	41	0.4	5	76	0.4	A	11	New York	68463
american							A	12	Brooklyn	57713
burgers/hotdogs/junk	2.7727273	22	0.2				A	2	New York	68463
american							A	9	Brooklyn	40960
mexican							A	5	Bronx	21379
chinese							B	19	New York	32265
bars/nightlife	3.5	18	0.2				A	5	Brooklyn	78591
bars/nightlife	4.0819674	61	0.4				A	0	Brooklyn	64981
italian	3.8333333	6	0.2				A		Bronx	35358
burgers/hotdogs/junk							A	12	Brooklyn	41688
delis	3.357143	14	0.2	3	23	0.2	Z	26	New York	108250
american	3.409091	110	0.4				A	10	Brooklyn	93184
icecream/desserts							A	13	New York	35694
burgers/hotdogs/junk	1.0	2					A	12	Bronx	21913
spanish	3.0357144	28	0.4				A	11	New York	101515
icecream/desserts							A	2	New York	
latin							A	13	Queens	46325
misc_european	3.405797	69	0.2				A	10	Brooklyn	71999
chinese							A	10	New York	32265
thai/vietnamese/se_asian	2.7058823	17	0.4	4	32	0.4	A	13	New York	77853
chinese	3.6666667	6					Z	51	Brooklyn	40146
coffee/cafe							A	3	Brooklyn	59289
chinese	3.625	8	0.2				A	9	Queens	50130
american							A	11	Queens	46325
bakery	3.84	50	0.2				B	21	New York	32265
pizza	2.7142856	7	0.2				A	5	New York	96974
italian	4.129032	93	0.6				A	13	Queens	65295
korean	1.0	1	0.8				A	5	Queens	48236
indpak							B	26	Queens	60603
burgers/hotdogs/junk	4.2	10	0.4				A	12	Brooklyn	41246
american	3.7481482	135	0.4				A	12	Brooklyn	71999
mediterranean/mideastern	3.4324324	223	0.4	4	446	0.4	A	11	New York	59034
bakery							A	5	Brooklyn	38267
pizza	2.375	8	0.2		0	0.4	A	9	Queens	57091
bakery							A	5	New York	76138
mediterranean/mideastern	3.7205882	136	0.4	4	48	0.6	A	11	New York	100206
icecream/desserts	5.0	1					A	2	Brooklyn	53251
spanish	3.4566474	173	0.4		0	0.2	A	4	New York	105144
american	4.047619	42	0.4				A	13	New York	59034
soup/salad/sandwiches							A	7	Queens	60603
food_court	3.7832167	143	0.4				A	2	New York	64013
pizza	1.1666666	24	0.4				B	24	New York	36495
american							A	9	New York	80519
american	3.29661	236	0.4				Z	27	Queens	49371
american	3.7179487	78	0.4				A	9	New York	101979
american	4.063291	395	0.2				A	10	Brooklyn	42298
vegan/vegetarian/health	3.6666667	12	0.4				A	12	Brooklyn	53251
coffee/cafe	3.3355007	769	0.4	4	14	0.4	A	10	New York	110091
bbq/southern	3.7178423	241	0.4	4	122	0.6	A	13	Brooklyn	44173
pizza	4.3333335	3					A	13	Bronx	35358
mexican	3.5428572	35	0.4	5	6	0.6	A	10	Brooklyn	42434
burgers/hotdogs/junk	1.0	2					A	11	Brooklyn	28584
pizza	2.7878788	33	0.2	4	20	0.2	A	7	New York	110091
bbq/southern	2.5	2	0.4				A	11	Bronx	55724
chinese	3.4285715	7	0.4				A	11	Queens	48236
icecream/desserts	2.0	4	0.6				A	9	New York	76138
chinese	5.0	1	0.2				A	8	Queens	53815
bakery	4.142857	14	0.4				A	5	New York	100206
american	2.7096775	93	0.4					2	New York	87813
chinese	2.925926	27	0.2	3	45	0.4		25	New York	59034
coffee/cafe	2.1666667	30	0.4				A	11	New York	105311
italian	3.125	16	0.6	3	3	1.0	A	12	New York	106888
french	4.090542	1237	0.6				Z	19	New York	77853
thai/vietnamese/se_asian	3.5925925	54	0.2				A	12	Queens	44964
american	3.4307692	65	0.8				A	7	New York	80519
burgers/hotdogs/junk	1.5	6	0.2				A	13	Brooklyn	60758
delis								16	Brooklyn	62634
american	3.25	16	0.4				A	13	Bronx	61063
burgers/hotdogs/junk	3.5	10	0.2				A	12	Bronx	22625
bars/nightlife	3.939671	546	0.6				A	12	New York	77853
american	3.8513012	269	0.4				A	7	New York	106888
american	3.3018868	106	0.4				B	22	New York	77853
african	3.8816326	245	0.4	4	30	0.4	B	16	New York	68463
american	1.5081967	61	0.4				A	9	New York	80519
delis							A	11	New York	65934
burgers/hotdogs/junk	2.943158	475	0.2				A	13	New York	80519
mexican	1.0	1					A	12	Staten Island	51852
steak/seafood	4.266667	45	0.4				B	14	Brooklyn	53251
diners	3.9130435	23	0.4				A	11	Bronx	46001
mexican	3.8842363	408	0.4	5	35	0.6	Z	45	Brooklyn	93184
spanish							A	9	Brooklyn	27901
coffee/cafe							A	9	New York	105144
soup/salad/sandwiches								32	New York	127281
pizza	2.6363637	11	0.2				B	16	Brooklyn	40146
bakery	4.2184873	119	0.4				A	9	New York	32265
bars/nightlife	1.0	2	0.6					7	Staten Island	86759
icecream/desserts	3.0	1	0.2				A	2	Brooklyn	57713
american							C	39	New York	64013
korean	4.255639	399	0.6				A	12	New York	105144
burgers/hotdogs/junk							A	8	Brooklyn	49629
american	4.4444447	9	0.4				A	10	New York	105144
chinese							A	9	Brooklyn	68177
sushi	3.875	8	0.4				A	13	New York	76138
japanese	3.6851852	108	0.4	4	91	0.4	A	10	Queens	55844
caribbean							A	11	Brooklyn	49002
pizza	4.0	1					A	12	Brooklyn	35665
coffee/cafe									Bronx	32985
american	4.0	1	0.2				Z	25	New York	59034
korean	2.6470587	17	0.2	4	79	0.2	A	7	New York	115787
pizza	3.9375	16	0.2				A	6	Queens	73893
latin	3.82	50	0.4	5	3	0.4	A	5	Queens	58317
latin							A	12	Queens	55553
american							A	11	Bronx	71286
vegan/vegetarian/health							A	12	Staten Island	56883
soup/salad/sandwiches				4	26	0.4	A	12	New York	59034
chinese	1.0	2					A	7	Bronx	63352
bars/nightlife	3.5	2	0.4				A	2	Queens	48236
bakery	3.9	10	0.2				B	19	Brooklyn	38267
diners	3.3113773	167	0.4	4	174	0.4	A	12	Queens	43909
american							Z	23	Queens	58965
pizza	2.1818182	11	0.4	3	81	0.4	A	3	New York	101979
bars/nightlife	2.2727273	11	0.4				A	12	Queens	43909
pizza	3.21875	32	0.2	3	7	0.4	A	10	New York	115787
italian	3.5	94	0.4	3	28	0.4	A	7	Queens	49371
caribbean								19	Bronx	44038
korean	3.7903564	477	0.6				Z	27	New York	80519
misc_restaurant	5.0	1					A	11	Queens	69758
mexican	2.7358491	53	0.2	5	567	0.2	B	22	New York	68790
american							A	8	New York	35694
coffee/cafe	2.5	10	0.2				A	11	New York	68790
american							A	2	New York	76138
caribbean							A	12	Bronx	44038
burgers/hotdogs/junk	2.6842105	19	0.2	4	38	0.4	A	7	Brooklyn	64981
pizza	3.1764705	17	0.4	5	2	0.4	B	17	Queens	51258
chinese	4.5	2						20	Brooklyn	68177
coffee/cafe	4.0	1		2	5	0.6	B	19	Brooklyn	27901
burgers/hotdogs/junk	2.3636363	11	0.2				A	13	Queens	70438
bbq/southern	3.25	128	0.4				A	4	New York	68463
soup/salad/sandwiches	3.0	1	0.2				A	12	New York	91767
american							A	2	New York	80519
indpak	3.1914895	94	0.4	4	133	0.4		19	Queens	55844
misc_european	3.956151	821	0.4				A	12	Brooklyn	44173
misc_european	3.0384614	26	0.4				Z	23	Queens	54188
american							Z	23	Queens	49528
pizza	3.2	5	0.2					20	Queens	50130
bagels	2.4666667	15	0.2				A	8	Queens	72538
chinese	3.1111112	36	0.4	2	11	0.6	A	12	New York	87813
american	3.1	20	0.4				A	9	Staten Island	62457
mexican					0	0.4	A	10	Bronx	35358
coffee/cafe	4.3211007	327	0.2				A	10	Brooklyn	28584
italian	3.6666667	18	0.2				A	12	Queens	61284
pizza	4.125	16	0.2	4	6	0.6		15	Brooklyn	41246
latin							A	11	Bronx	26636
american	4.5	2	0.4				A	3	Bronx	63352
coffee/cafe							C	33	Queens	69758
misc	1.5	2	0.2	3	30	0.4	A	10	New York	109960
african	4.0	6	0.4				B	20	Brooklyn	32642
steak/seafood				5	12	0.4	A	7	Bronx	21379
bakery	3.75	40	0.4				A	10	New York	100206
thai/vietnamese/se_asian	3.9464285	112	0.4	5	3	0.4	A	8	Queens	47750
soup/salad/sandwiches	3.7777777	9	0.2		0		A	12	New York	101979
burgers/hotdogs/junk	4.0	2	0.2				A	9	Bronx	32985
coffee/cafe	3.5	6	0.4				A	4	New York	76138
coffee/cafe	3.5	40	0.2	5	83	0.2	A	13	Brooklyn	28584
coffee/cafe	3.6607144	57	0.4				B	20	New York	68790
mexican	3.054054	185	0.4	4	122	0.4	B	25	New York	106888
chinese							A	11	Brooklyn	49002
chinese	5.0	1	0.2	4	69	0.2		21	Brooklyn	93693
pizza	3.2666667	30	0.4	4	12	0.6		19	Queens	43248
mexican	4.1538463	13	0.4				A	4	Bronx	21379
pizza							A	10	New York	26214
american							A	12	New York	106888
chinese							A	5	Brooklyn	53251
pizza	4.3636365	11	0.2				A	4	Brooklyn	37608
icecream/desserts							A	5	New York	101515
chinese							A	7	New York	36095
soup/salad/sandwiches	3.367347	49	0.2				A	9	New York	109960
american	2.5	2	0.2				A	12	Bronx	24478
american	3.772152	79	0.4				Z	27	Queens	43909
latin	3.7272727	22	0.4				C	30	Queens	55225
italian	3.682927	41	0.4				A	7	Staten Island	51852
misc_restaurant	5.0	1					A	4	New York	101838
icecream/desserts	4.4806337	568	0.4				A	5	Brooklyn	64981
chinese	4.0	1	0.2				A	8	Brooklyn	40481
latin							A	2	Queens	55553
soup/salad/sandwiches	2.962264	53	0.2	3	32	0.2	A	12	New York	64013
american							A	10	New York	64013
pizza	4.6666665	3	0.2				A	9	Queens	58965
american							A	3	New York	106888
japanese	3.4074075	54	0.4	3	52	0.4	B	22	Brooklyn	71999
american	3.0	3	0.2	5	3	0.4	A	10	Brooklyn	49629
korean	3.4248366	153	0.4				A	12	Brooklyn	93184
caribbean							A	7	Queens	61948
caribbean							A	4	Queens	77739
pizza	3.4615386	13	0.2				B	17	Staten Island	77720
japanese	3.65625	32	0.4				A	6	Queens	59289
misc_restaurant	2.0	3	0.4				A	5	Queens	61284
mediterranean/mideastern	3.9538462	130	0.4	5	421	0.4	A	12	New York	101979
caribbean							A	10	Brooklyn	49002
american								13	Brooklyn	28584
soup/salad/sandwiches	3.6195652	92	0.4	4	7	0.4	A	5	New York	101979
pizza	1.3	10	0.4				Z	4	Queens	53815
caribbean								5	Brooklyn	49002
chinese	3.15	40	0.4	5	669	0.4	Z	25	New York	101515
thai/vietnamese/se_asian	3.7933884	121	0.4	4	181	0.2	A	7	New York	59034
chinese	2.5555556	9	0.2	3	32	0.2	A	10	Brooklyn	53251
chinese	3.0	1					A	11	Queens	49371
caribbean							A	13	Queens	53914
thai/vietnamese/se_asian	3.8854167	192	0.2				A	8	New York	91767
misc							A	7	Queens	73893
bagels	4.020408	196	0.2					22	Brooklyn	93184
bars/nightlife	2.625	8	0.4					5	Brooklyn	40960
japanese	4.181818	22	0.4				A	9	Brooklyn	49629
coffee/cafe	3.625	8	0.2				A	2	New York	108250
misc_asian	3.5263157	19	0.4				A	9	Queens	44964
american							A	11	Brooklyn	35344
italian	3.0	1					Z	17	New York	31254
chinese	3.0	1	0.4	3	2	0.4	A	9	Brooklyn	68177
steak/seafood	3.6842105	38	0.4				A	13	New York	95556
french	3.935484	31	0.6					11	New York	210125
american							A	9	Brooklyn	68177
japanese	1.962963	27	0.4	5	2	0.4	A	12	New York	108250
thai/vietnamese/se_asian	3.7029703	101	0.4	4	54	0.6	B	20	New York	91767
coffee/cafe	3.2333333	30	0.4				A	9	New York	96974
burgers/hotdogs/junk	4.172414	87	0.2				A	10	Queens	59289
pizza	3.8421052	38	0.2	5	64	0.4	A	7	New York	39897
spanish							B	15	Bronx	26541
italian	3.864	375	0.6					28	New York	59034
soup/salad/sandwiches	4.2291665	48	0.2				A	6	Brooklyn	44173
french	3.5675106	948	0.6				A	9	New York	105144
american	4.6666665	3	0.4				A	13	New York	101979
american	3.8343196	169	0.4				A	7	Queens	54188
american									New York	95556
mexican	2.25	4		4	44	0.2	A	10	Brooklyn	93693
caribbean	2.1	30	0.4	3	6	0.6	A	11	Brooklyn	42434
japanese	3.8396227	106	0.6	4	49	0.6	B	18	New York	108250
chinese	3.0	4	0.2				A	3	Bronx	35358
misc_restaurant	3.0	1					B	18	Brooklyn	37636
icecream/desserts	4.0	4	0.2				A	3	Queens	44964
american							A	7	New York	210125
american	3.5128205	156	0.4	4	72	0.4	A	3	New York	96974
coffee/cafe	4.5454545	11	0.4				A	9	Queens	73893
misc_restaurant	1.8571428	7	0.2				B	18	Staten Island	79820
pizza	3.0	3	0.2				A	10	Bronx	26636
soup/salad/sandwiches	3.7416666	120	0.4				A	13	Brooklyn	42434
steak/seafood	4.5	2	0.6				A	10	Brooklyn	53251
bbq/southern	2.4820144	139	0.4	3	367	0.4	A	7	Brooklyn	71999
icecream/desserts							A	2	Queens	48236
american	3.6666667	81	0.4	3	33	0.6	Z	2	Brooklyn	64981
thai/vietnamese/se_asian	3.6536884	488	0.2				A	13	New York	68790
pizza	2.6666667	6	0.2				A	7	Bronx	50329
american	2.5517242	29	0.4	4	16	0.2	A	8	New York	
american							A	2	New York	95556
american	4.027933	538	0.4				A	10	Brooklyn	44173
bbq/southern	3.4375	16	0.4				A	9	Brooklyn	35344
coffee/cafe	3.4285715	7	0.4					23	New York	36095
chinese	2.826087	23	0.4				A	10	Staten Island	79820
italian	5.0	1	0.2	3	74	0.4	A	10	New York	31254
italian	3.0	4	0.4				A	11	Brooklyn	40960
icecream/desserts	2.25	4	0.4				A	9	Brooklyn	27901
coffee/cafe	2.7272727	22	0.4				A	10	Brooklyn	78591
delis	3.5	24	0.2				B	26	New York	64013
burgers/hotdogs/junk	2.2	4	0.2				A	7	Queens	50006
chinese							A	10	Brooklyn	60758
italian	3.5461848	249	0.4	4	49	0.4	Z	20	New York	105311
mexican	3.8535564	478	0.4				A	13	New York	105144
burgers/hotdogs/junk	2.7333333	435	0.4	3	17	0.4	A	7	New York	93184
coffee/cafe							A	10	Queens	54188
american							A	2	Brooklyn	93693
misc_restaurant	4.0	1					Z	36	Brooklyn	38267
steak/seafood	3.1279461	297	0.4				A	9	Brooklyn	44173
bars/nightlife	3.8421052	209	0.2						New York	59034
burgers/hotdogs/junk	2.9	10	0.2					13	Queens	44964
mexican	2.9215686	51	0.2	4	23	0.4	A	13	Queens	57576
soup/salad/sandwiches							A	12	Brooklyn	78591
steak/seafood	4.1925464	161	0.6				A	12	New York	108250
soup/salad/sandwiches	4.4897957	49	0.2	4	26	0.2	A	12	Queens	57576
american	4.0473933	211	0.4				A	11	New York	110091
american							A	13	Queens	51258
spanish	3.25	4	0.4				Z	29	Queens	58965
pizza	4.0	1	0.4				A	11	New York	32265
thai/vietnamese/se_asian	3.9295774	142	0.2				A	11	New York	68790
mediterranean/mideastern	3.4444444	18	0.2				A	5	Brooklyn	49629
bars/nightlife	2.0869565	23	0.4				A	13	Queens	75729
korean	3.295711	443	0.4				Z	21	New York	76138
bars/nightlife	4.3076925	13	0.4				B	26	Queens	49371
thai/vietnamese/se_asian	3.7029703	100	0.4				A	8	Bronx	50329
chinese	5.0	1						32	Queens	53815
chinese							A	12	Bronx	24445
american	3.725	280	0.4				C	47	New York	127281
american							A	2	Queens	46325
caribbean							A	9	Bronx	55724
american							A	8	Queens	60603
mexican	3.0444446	90	0.2	4	174	0.2	A	6	Brooklyn	37636
pizza	1.8461539	13	0.4	2	116	0.2	A	9	New York	59034
chinese	3.826087	23	0.4				A	9	Staten Island	56883
american	3.2432432	37	0.2	3	13	0.4	A	13	New York	106888
chinese							A	3	New York	36095
mediterranean/mideastern							C	28	Brooklyn	34590
coffee/cafe	3.4096386	83	0.4					30	New York	40385
pizza	2.4	5	0.2				A	11	New York	42058
misc_restaurant	4.0	1	0.2				A	9	Brooklyn	35620
bagels	3.6862745	51	0.2				A	9	Brooklyn	41688
italian	4.008147	491	0.4				A	10	New York	101515
italian				2	14	0.2		49	New York	91767
chinese	3.3333333	15	0.2	4	15	0.4			Queens	60287
thai/vietnamese/se_asian	2.55	20	0.4	3	33	0.4	A	5	New York	106888
bakery	3.0	3	0.2				A	10	Bronx	44038
bbq/southern	2.875	40	0.2	4	95	0.2	Z	26	New York	109960
american							A	7	New York	91767
misc							A	10	Queens	51258
burgers/hotdogs/junk	4.3846154	13	0.2				A	11	Brooklyn	93693
latin							A	8	Queens	49528
burgers/hotdogs/junk	3.5	30	0.2	4	14	0.2	A	9	New York	101515
american							A	3	Brooklyn	45112
pizza	4.2771087	83	0.4				A	11	Brooklyn	53251
bars/nightlife	4.0	55	0.4				A	12	Brooklyn	28584
bars/nightlife	3.7142856	21	0.4				A	12	Brooklyn	64981
coffee/cafe	3.975	120	0.4					54	Brooklyn	57713
pizza	3.909091	11	0.2	3	15	0.4	A	11	New York	36495
latin	2.0	2	0.2				A	5	Bronx	35358
mediterranean/mideastern	4.0	11	0.4				A	12	Bronx	46001
latin								30	Staten Island	66478
coffee/cafe	3.840796	201	0.4					16	New York	110091
mexican	3.75	212	0.2	4	117	0.2	A	8	New York	91767
mexican							A	0	New York	77853
misc_european	3.892857	84	0.6				A	11	New York	68790
diners	2.607143	140	0.4	3	91	0.4	A	11	New York	80519
mediterranean/mideastern	2.25	72	0.4		0		A	13	New York	80519
soup/salad/sandwiches	2.0	2					A	6	Bronx	37616
african	3.5707762	438	0.4				B	19	Brooklyn	42434
soup/salad/sandwiches	2.0	2					A	2	Queens	51258
bakery	2.909091	22	0.2				B	18	New York	68790
american	4.75	4					A	7	Brooklyn	42298
japanese	3.6	20	0.4				B	14	Queens	67924
american	3.56	50	0.4	4	33	0.4			New York	106888
spanish	2.0	1					A	9	Queens	47750
coffee/cafe	2.7777777	9	0.2				A	11	Queens	73893
mexican	3.8333333	18	0.2	5	40	0.4	A	7	New York	31254
burgers/hotdogs/junk	3.5	4	0.2				A	7	Queens	53914
coffee/cafe	4.1363635	44	0.2				B	21	New York	41352
american							A	10	New York	76138
american								16	Queens	49528
misc_european	2.7038834	206	0.6				A	5	New York	95556
coffee/cafe	3.097345	113	0.4				A	9	Brooklyn	71999
latin	2.7777777	27	0.4	3	2	0.6	A	11	Queens	47750
african							A	3	New York	42058
soup/salad/sandwiches	4.289855	207	0.2	5	4	0.4			New York	105144
american							A	5	Staten Island	87426
pizza	4.0	14	0.2	3	10	0.4	A	9	Brooklyn	38267
chinese	4.0	7					A	9	Brooklyn	40960
thai/vietnamese/se_asian	3.357798	218	0.4				B	17	New York	101515
burgers/hotdogs/junk							A	0	New York	76138
pizza	3.935484	93	0.2	5	46	0.4	A	12	New York	108250
pizza	3.6415095	106	0.4						Brooklyn	93184
american	4.0	1	0.2				A	9	Brooklyn	40146
soup/salad/sandwiches	3.0	22	0.2				A	12	New York	95556
latin	3.0543478	184	0.4	2	3	0.6	A	9	New York	105144
bakery	4.35	20	0.4				A	2	New York	110091
sushi	2.0851064	94	0.4				A	9	New York	80519
french	3.3514564	515	0.6				A	12	New York	68463
chinese	4.0	8	0.2				A	13	Brooklyn	45112
burgers/hotdogs/junk							A	11	Brooklyn	28584
bakery							A	7	Queens	43909
misc							A	11	Queens	49528
american							A	12	New York	80519
italian	3.2432432	37	0.4	5	107	0.6	A	12	New York	108250
latin	3.5	6	0.4	3	9	0.4	A	9	New York	40385
mexican	3.652299	348	0.6				A	11	New York	101515
pizza	3.6666667	15	0.4				A	11	Brooklyn	35665
bagels	3.4158416	101	0.4	4	41	0.4	A	13	New York	108250
soup/salad/sandwiches	2.8461537	13	0.4	4	3	0.2	A	5	New York	32265
soup/salad/sandwiches	2.5	2	0.2				A	5	Brooklyn	93184
bars/nightlife	3.84	75	0.4				A	4	Brooklyn	93184
thai/vietnamese/se_asian	2.9795918	49	0.4				A	5	Brooklyn	93693
japanese	3.121951	41	0.4	3	39	0.4	A	12	New York	80519
delis	2.6666667	9	0.4	5	3	0.2	Z	44	New York	108250
american							B	20	New York	210125
icecream/desserts	4.3939395	33	0.2				A	11	Queens	48548
chinese	3.625	8	0.2				A	10	New York	41352
bakery	4.740741	27	0.2				A	11	Bronx	44038
misc_restaurant	4.0	1		3	39	0.2	A	12	Queens	43909
soup/salad/sandwiches	3.0560749	107	0.4	5	2	0.4	A	12	New York	107976
pizza	3.4666667	15	0.2	4	24	0.4	A	10	New York	91767
burgers/hotdogs/junk	3.2380953	21	0.2				A	11	Bronx	24478
pizza	2.8333333	6	0.2				A	10	Queens	46325
soup/salad/sandwiches					0		A	11	New York	108250
burgers/hotdogs/junk							A	0	Brooklyn	40481
steak/seafood	3.6666667	3	0.2				A	9	Brooklyn	27901
delis	3.7272727	11	0.4				A	8	Queens	53914
latin	3.2	5	0.4				A	9	Queens	57091
misc_european	2.2702703	37	0.4		0	0.4		20	Brooklyn	42298
italian	3.8235295	17	0.2		0	0.4		35	Brooklyn	60758
mexican	3.2843137	102	0.4	3	91	0.4	A	13	New York	32265
burgers/hotdogs/junk	3.0	3	0.2				A	9	New York	30674
mexican	3.2875	80	0.4				A	6	New York	100206
french	3.7142856	35	0.4				A	7	Brooklyn	93693
soup/salad/sandwiches	3.4179103	67	0.2	4	84	0.2	A	9	New York	87813
spanish	3.767857	56	0.4				A	12	New York	101515
american							A	2	Queens	46325
