category	yelp_rating	yelp_rating_count	yelp_price	seamless_rating	seamless_rating_count	seamless_price	sanitation_grade	sanitation_score	city	median_zip_income
coffee/cafe	3.4482758	29	0.2				A	2	Brooklyn	78591
pizza	5.0	2	0.2				A	13	New York	41352
american							A	3	New York	64013
american							A	7	New York	106236
pizza							Z	19	Bronx	24478
delis							A	13	Queens	47750
american								25	New York	106888
vegan/vegetarian/health	5.0	1	0.2				A	5	Brooklyn	53251
indpak	4.0	1		4	40	0.4	A	12	New York	76138
american							A	12	New York	107976
italian	4.34375	32	0.4				A	8	Staten Island	77720
american							A	2	New York	77853
coffee/cafe							A	3	Brooklyn	49002
american							A	0	New York	76138
bagels	3.3655171	145	0.2	4	38	0.4	A	10	New York	107976
pizza	3.541096	145	0.2	4	254	0.4	A	10	New York	101979
american							A	7	Brooklyn	49002
bars/nightlife	3.3371105	353	0.4				A	5	New York	77853
chinese							A	7	New York	31254
spanish	2.742268	97	0.4	5	2	0.4		9	New York	101515
icecream/desserts	2.6	10	0.6				A	12	New York	105311
coffee/cafe	1.0	1	0.4				A	12	New York	64013
mediterranean/mideastern	3.474138	115	0.4	4	181	0.4	A	4	New York	105311
soup/salad/sandwiches	3.0625	16	0.6	4	19	0.2	A	0	New York	106888
italian	3.75	44	0.4	5	16	0.2	A	11	Queens	78415
bars/nightlife	3.375	8	0.4				A	10	Brooklyn	57713
soup/salad/sandwiches	3.6956522	23	0.2	4	41	0.2	A	11	New York	64013
american							A	11	New York	64013
sushi	3.9149797	247	0.4	4	136	0.4	Z	50	New York	91767
misc_european	2.7857144	14	0.4						Bronx	50329
misc_restaurant	4.0	1	0.4				A	12	Queens	61284
mediterranean/mideastern	3.830986	71	0.4				A	7	New York	68463
american							A	9	Brooklyn	78591
indpak	3.6578948	38	0.2				A	10	New York	64981
american							A	9	Bronx	24478
bars/nightlife	3.6792452	53	0.2				B	24	New York	105144
coffee/cafe	3.9487178	234	0.4				A	9	New York	101515
american							A	5	Queens	78766
italian	3.857143	7	0.4	5	6	0.4	A	10	Staten Island	79820
misc_asian	3.2769232	65	0.4	4	68	0.4		26	New York	107976
bakery	3.4	15	0.2				A	12	New York	68790
american							A	10	Brooklyn	28584
bagels	4.0	14	0.4				A	13	Brooklyn	49629
icecream/desserts	2.3333333	9	0.2				A	3	New York	108250
bars/nightlife	3.6363637	11	0.4				A	6	New York	32265
spanish	3.25	140	0.4	4	23	0.8	A	11	New York	105144
latin	4.0277777	36	0.4	4	5	0.4	B	15	Queens	48548
chinese	2.4	5	0.2	4	8	0.4	A	2	Queens	49371
bars/nightlife	3.0	1					A	11	Staten Island	56883
bars/nightlife	3.8888888	27	0.4					28	New York	107976
pizza	4.0	2					A	9	Bronx	24445
icecream/desserts	3.2439024	41	0.2				A	7	New York	80519
american	2.6666667	21	0.4					2	Brooklyn	68177
icecream/desserts	3.5	4	0.2				A	9	Queens	44964
american							A	8	New York	64013
japanese	3.9243243	370	0.4				B	14	New York	91767
chinese	4.5	2	0.2				A	12	New York	26214
caribbean	3.9375	16	0.2				A	13	Brooklyn	40481
american							A	10	New York	106888
mediterranean/mideastern	2.8181818	12	0.2	4	28	0.4	A	12	Brooklyn	64981
spanish	4.2	10	0.2				A	10	Queens	50130
american	1.0	1							Bronx	61063
steak/seafood	3.6	5	0.2				Z	51	Brooklyn	31415
coffee/cafe	1.6	10	0.4				A	5	Brooklyn	54664
vegan/vegetarian/health	3.2777777	54	0.4				A	13	New York	95556
chinese	4.2	5	0.2					26	Brooklyn	49629
spanish	3.0	1					B	27	Brooklyn	32642
pizza	2.851852	27	0.2				A	3	New York	87813
italian	4.0	121	0.4					26	New York	210125
bars/nightlife	2.590909	22	0.6				B	19	New York	95556
coffee/cafe	3.1341465	82	0.4		0	0.4	A	11	New York	77853
bars/nightlife	4.3137255	102	0.4				A	10	Queens	43909
bbq/southern	3.3818617	420	0.4	3	82	0.6	A	12	New York	64013
chinese	3.5555556	9	0.2	3	13	0.4	A	9	New York	68463
chinese	2.8888888	27	0.4					105	Staten Island	66478
pizza	4.0290155	965	0.2				A	3	New York	105144
french	3.9803922	102	0.4	4	5	0.6	A	11	New York	91767
icecream/desserts							A	2	Brooklyn	31415
chinese	2.6666667	3	0.2				A	13	Brooklyn	45112
pizza	2.2142856	14	0.4				A	5	New York	43049
bars/nightlife	3.6618183	275	0.4				Z	7	New York	110091
chinese							Z	4	Queens	76014
american							A	13	New York	80519
american							A	7	Queens	46325
icecream/desserts	3.313433	67	0.4				A	13	New York	68463
pizza	4.634146	82	0.2		0	0.4	A	12	New York	32265
korean	3.8392856	56	0.4				A	2	New York	101979
burgers/hotdogs/junk	4.0	1					B	17	Bronx	21913
steak/seafood	3.3947368	38	0.4				A	11	New York	35694
icecream/desserts	2.8888888	8	0.2				A	6	New York	59034
burgers/hotdogs/junk									Brooklyn	32642
chinese	3.875	24	0.4	4	889	0.4	A	12	New York	96974
soup/salad/sandwiches							A	11	Queens	43909
american	3.6666667	3	0.4				A	7	Brooklyn	41688
japanese	3.4411764	34	0.4				A	12	Queens	58317
diners	3.7	50	0.2	5	54	0.2	A	7	Queens	50130
chinese	3.0	3	0.2				A	9	Bronx	46001
soup/salad/sandwiches							A	10	Queens	0
mediterranean/mideastern	4.3	10	0.6						Queens	55844
bars/nightlife	3.5	4	0.2				A	10	New York	43049
coffee/cafe	3.4117646	68	0.2				A	13	Brooklyn	93693
coffee/cafe	3.841418	536	0.4				A	10	New York	91767
bars/nightlife	3.5	2	0.4				A	8	Brooklyn	61213
spanish	4.260274	73	0.2	3	5	0.2			Brooklyn	64981
italian	2.2307692	13	0.4				B	16	Brooklyn	40960
japanese	3.3639846	261	0.2				A	10	New York	68790
indpak								38	Queens	60603
delis	3.2608695	23	0.2				A	3	New York	80519
misc_restaurant							A	12	New York	59034
american							A	2	Brooklyn	93693
bbq/southern	3.713889	361	0.4				A	7	New York	42058
delis							A	11	Brooklyn	41246
coffee/cafe							A	11	Bronx	22604
mexican	4.172043	93	0.2	4	89	0.2	Z	25	Queens	43909
chinese	2.5	6	0.2				A	9	New York	32265
chinese	3.5	2					A	4	New York	35694
japanese	3.6585367	82	0.4	3	7	0.4	A	11	New York	106888
latin	3.1538463	13	0.4				A	12	Queens	73079
american	4.0	1					A	11	New York	36095
misc_restaurant	3.875	8	0.2		0	0.4	A	12	New York	76138
american	3.1760564	142	0.4				A	9	Queens	54868
chinese	3.483721	215	0.2				B	17	New York	68790
latin	3.6626506	83	0.4				B	14	Queens	47750
chinese	3.7619047	84	0.4				A	4	Queens	48236
burgers/hotdogs/junk							A	3	New York	35710
mexican	3.0454545	44	0.2	4	225	0.2	A	8	New York	105311
pizza	4.0	11	0.2				A	8	Bronx	50329
pizza	4.0	10	0.2	3	4	0.4	A	11	Queens	67924
bagels	4.095238	189	0.2	4	30	0.2	A	5	New York	91767
chinese	3.2	5	0.2					22	Queens	99793
misc_restaurant	3.3333333	3	0.2				A	7	Bronx	46001
mexican	3.1538463	170	0.4				A	12	New York	96974
chinese	2.7327585	116	0.4	3	136	0.6		47	New York	107976
burgers/hotdogs/junk	4.0	1			0	0.4		36	Queens	43909
chinese	3.5	2	0.2				A	7	Bronx	32985
bars/nightlife	3.5	2	0.2				A	2	Queens	51258
misc_european	4.287671	73	0.4				B	23	Staten Island	62457
soup/salad/sandwiches	3.3043478	46	0.2	3	26	0.2	A	13	New York	91767
bakery	3.8888888	9	0.4				A	13	New York	41352
chinese							A	7	Brooklyn	37608
delis							Z	35	Queens	53914
korean	2.875	16	0.4					22	Staten Island	79820
italian	2.739274	304	0.4				A	3	New York	91767
mexican							A	12	Staten Island	51852
delis	4.0	7	0.2				B	21	Queens	56131
chinese							B	15	Brooklyn	40146
italian							A	12	Queens	51258
bars/nightlife	3.564935	154	0.4				A	6	New York	80519
thai/vietnamese/se_asian	3.6101694	59	0.4	5	7	0.6	A	8	Queens	72837
pizza	3.4444444	9	0.2				A	2	Brooklyn	93693
chinese	3.7804878	82	0.4				A	12	New York	96974
caribbean							A	12	Queens	61284
icecream/desserts							A	3	Queens	72837
delis	3.0	1					A	2	New York	64013
coffee/cafe									Queens	50130
italian	3.0833333	36	0.2				A	9	Queens	55844
italian	3.3533835	133	0.6	5	2	0.6	A	13	New York	155953
american	2.8283262	466	0.4				A	12	New York	91767
bakery	2.2	5	0.2				A	9	New York	39897
soup/salad/sandwiches								5	Queens	50130
burgers/hotdogs/junk				3	12	0.2	A	5	Brooklyn	93184
pizza	4.2727275	11	0.2					22	Bronx	50329
caribbean	4.3333335	3	0.2				B	16	Brooklyn	40146
american							A	12	Bronx	61063
burgers/hotdogs/junk							B	15	Bronx	31594
latin	3.7142856	35	0.4				C	40	Queens	47750
coffee/cafe	2.857143	7	0.2		0	0.4		24	Brooklyn	40146
burgers/hotdogs/junk	2.5172415	29	0.2				A	7	Queens	54868
italian	3.9345794	107	0.4				A	5	Queens	54868
american	3.8819444	144	0.2	5	182	0.2	A	11	New York	101979
mediterranean/mideastern	4.285714	21	0.4						Brooklyn	57713
latin					0		A	5	New York	65934
bars/nightlife	3.2950819	121	0.4				A	10	New York	76138
american							A	12	Bronx	26120
japanese	3.5257733	97	0.4	4	330	0.4	A	12	New York	101979
misc_restaurant	3.0	5					A	12	Queens	85151
thai/vietnamese/se_asian	2.4146342	82	0.4	3	75	0.4	A	8	Brooklyn	28584
coffee/cafe							A	4	New York	68790
italian	3.0	3					A	12	Brooklyn	32642
chinese	3.0	115	0.4	4	167	0.4	Z	19	New York	101979
bakery	3.0	2	0.4				A	8	Bronx	21913
bakery	3.3333333	3	0.2					18	Queens	47750
bars/nightlife	2.3636363	11	0.4				A	7	Brooklyn	40960
spanish	3.6862745	204	0.4				A	11	New York	105144
american							A	4	Brooklyn	27901
chinese	3.3743842	203	0.4					26	New York	87813
chinese	3.0	8	0.4				A	9	Brooklyn	78591
caribbean	3.5833333	12	0.4	5	14	0.4	A	12	Brooklyn	41688
chinese							B	20	Bronx	21913
diners	2.6666667	21	0.4				B	25	Queens	99793
misc_restaurant	3.5	2	0.4				A	8	Queens	60603
burgers/hotdogs/junk							A	4	Bronx	35358
bars/nightlife	1.0	1					A	2	Queens	46325
american	4.409091	22	0.6		0	0.6	A	8	New York	68790
coffee/cafe	3.2990654	107	0.2				B	15	Queens	48236
indpak	3.0	4		5	10	0.4	A	13	Brooklyn	40146
vegan/vegetarian/health	3.5960264	151	0.4	5	473	0.4	A	6	Brooklyn	78591
burgers/hotdogs/junk	1.6666666	6	0.2				A	12	New York	31254
misc_restaurant	3.5	2					A	11	Staten Island	54792
misc							A	10	New York	40385
icecream/desserts	2.5384614	13	0.2				A	2	New York	80519
american							A	2	Bronx	53282
bbq/southern	4.1842103	114	0.4						Brooklyn	44173
bbq/southern	1.8235294	85	0.4	2	106	0.4	Z	4	Brooklyn	42434
american	3.5152543	295	0.4	4	60	0.2	A	11	Brooklyn	42434
eastern_european	2.8823528	17	0.8				A	12	Brooklyn	42298
mediterranean/mideastern							A	10	Queens	57576
japanese	3.4342105	228	0.4	5	327	0.6	B	15	New York	105311
pizza	1.0	1		2	3	0.4	A	12	Queens	51258
vegan/vegetarian/health							A	9	Queens	57091
coffee/cafe	3.7974684	79	0.4	5	36	0.4	B	16	New York	101515
american	5.0	1					A	10	Staten Island	54792
american	3.7555556	45	0.6				A	11	New York	96974
american	4.1766562	314	0.4				A	7	New York	36495
italian	3.2285714	35	0.2	3	66	0.4		20	Brooklyn	28584
mediterranean/mideastern	3.642857	42	0.2				A	9	New York	106888
chinese	3.85	60	0.2	4	47	0.2	Z	19	Queens	57576
american							A	2	Queens	77739
american							A	4	New York	127281
caribbean	3.0	13	0.4					41	Brooklyn	60758
thai/vietnamese/se_asian	4.5689654	58	0.4	5	6	0.4	A	13	Staten Island	56883
bakery							A	9	Brooklyn	45112
soup/salad/sandwiches	3.0	4	0.6		0	0.2	A	10	New York	95556
american	2.3333333	18	0.4				A	10	Staten Island	54792
caribbean							B	15	Brooklyn	40146
american							A	11	New York	106888
burgers/hotdogs/junk	3.3333333	3					B	19	New York	32265
mexican	3.5833333	12	0.2				A	11	Queens	47750
burgers/hotdogs/junk							A	2	Queens	72837
soup/salad/sandwiches							A	0	Queens	55553
bars/nightlife	3.6962025	79	0.4	3	9	0.4	A	7	New York	31254
bbq/southern	4.542857	35	0.2				A	7	New York	95556
american							A	7	Queens	57393
eastern_european							A	12	Brooklyn	41246
pizza							Z	20	Staten Island	62457
bars/nightlife	2.1666667	6	0.4				A	13	Brooklyn	40960
chinese	4.4	20	0.2				A	11	Queens	47750
spanish							Z	24	Brooklyn	41688
thai/vietnamese/se_asian	2.8333333	24	0.2				A	11	New York	80519
mediterranean/mideastern	4.2	10		5	5	0.4	A	7	Brooklyn	49629
bars/nightlife	3.8012822	312	0.4				B	14	New York	59034
latin							A	4	Queens	47750
mexican	4.093897	213	0.4				A	7	Queens	43909
american							A	5	Queens	46325
latin	3.2432432	74	0.4	3	17	0.6	A	10	Brooklyn	78591
soup/salad/sandwiches	3.6979167	96	0.2	5	151	0.2	A	11	New York	64013
icecream/desserts	3.0	2	0.2				A	2	Bronx	50329
american							Z	-1	New York	80519
coffee/cafe	2.1666667	6	0.4				A	7	New York	80519
bagels	3.0	5	0.2	5	101	0.2	A	12	New York	127281
chinese	3.6666667	3					A	9	Queens	53815
burgers/hotdogs/junk	3.8333333	66	0.2		0	0.4	A	7	Brooklyn	42298
caribbean							Z	5	Brooklyn	54664
icecream/desserts	3.5	2	0.6				A	4	Bronx	22604
vegan/vegetarian/health							Z	24	New York	31254
american							A	12	New York	38267
italian	4.0	1			0	0.4	A	2	Staten Island	90196
thai/vietnamese/se_asian	2.851852	81	0.4	3	282	0.4	A	2	New York	76138
italian	3.88	25	0.4	3	6	0.6	A	13	New York	31254
italian	2.7272727	121	0.6				A	7	New York	108250
steak/seafood	4.0	4			0	0.4	A	5	Bronx	19271
chinese							A	5	Queens	44964
spanish							A	9	Queens	46325
coffee/cafe							B	16	Brooklyn	44173
american	4.0869565	207	0.4				A	12	Queens	55844
coffee/cafe	2.851852	27	0.2				A	12	Queens	48236
vegan/vegetarian/health	3.5294118	68	0.4				A	10	New York	106236
bakery	4.0	1	0.2				B	16	New York	68790
pizza							Z	2	Brooklyn	31415
chinese							A	10	Brooklyn	38267
mexican	4.047619	21	0.4				A	12	Bronx	53282
chinese	2.6666667	6	0.2				Z	40	Brooklyn	34590
burgers/hotdogs/junk	3.0	1	0.2				A	8	Queens	47750
coffee/cafe	1.0	1	0.2	3	88	0.2	B	14	New York	101979
french	4.5	90	0.6				A	2	Brooklyn	38267
caribbean	3.35	20	0.4					26	Queens	46325
spanish	3.9333334	15	0.4				Z	30	Queens	85151
burgers/hotdogs/junk	3.8	5	0.2				A	2	Brooklyn	38267
chinese	2.9756098	41	0.2				B	17	Brooklyn	38267
misc_european	4.1296296	54	0.2				A	10	Brooklyn	71999
soup/salad/sandwiches	4.2	10	0.2				A	7	Brooklyn	45112
american							A	10	Brooklyn	42434
bakery	3.875	56	0.4				A	12	Queens	53815
steak/seafood							A	7	New York	106236
spanish							A	7	Bronx	21379
latin	3.8888888	18	0.4		0	0.4			New York	32265
american							B	18	New York	77853
bakery	2.0	6	0.2				A	11	Queens	43248
icecream/desserts	1.6666666	3	0.4				A	2	Queens	57393
burgers/hotdogs/junk	2.5217392	23	0.2				A	5	New York	76138
latin							A	12	Brooklyn	38267
italian	2.94	100	0.4				A	12	New York	105311
french	3.5789473	19	0.6				A	4	Brooklyn	93184
bagels	3.0	2	0.4				A	6	Bronx	26541
chinese							Z	24	Queens	43248
american							A	12	Bronx	63352
african	2.5	2					A	10	New York	35694
pizza	2.1363637	22	0.2	3	7	0.4	B	15	New York	35694
american	3.5460527	304	0.4		0	0.6	B	25	New York	59034
american	3.527972	572	0.4	5	82	0.6	A	11	New York	110091
chinese	3.8235295	17	0.4	3	62	0.6	Z	25	New York	68463
steak/seafood	3.37577	487	0.6				A	7	New York	109960
coffee/cafe	1.4	5	0.8				A	8	New York	96974
mexican	2.625	8	0.4	4	7	0.4	A	9	New York	36495
icecream/desserts							A	9	New York	101979
italian	3.3483145	89	0.4						Queens	43909
vegan/vegetarian/health							A	11	Queens	48236
italian	3.5384614	26	0.2	3	21	0.6	A	13	Brooklyn	93693
misc_european	3.7305295	642	0.4				A	7	New York	91767
coffee/cafe	3.8366337	1211	0.4	4	31	0.2		51	New York	91767
bakery	4.392157	51	0.4				A	0	Queens	75729
soup/salad/sandwiches							A	2	New York	76138
american	2.0	1					A	7	Bronx	24445
american							A	9	New York	106888
italian	3.531915	94	0.6	5	19	0.6	Z	26	New York	106236
mexican	3.1538463	26	0.2				A	11	New York	101979
caribbean							A	5	Queens	60603
american							A	13	New York	80519
sushi	3.0769231	13	0.4				A	6	New York	101515
coffee/cafe	4.633333	60	0.4				A	5	New York	95556
burgers/hotdogs/junk	3.1333334	30	0.4				B	20	Queens	72538
burgers/hotdogs/junk							A	7	Bronx	26636
chinese				5	12	0.2	Z	17	Queens	69758
icecream/desserts	3.5454545	66	0.2				A	12	New York	91767
coffee/cafe	4.714286	21	0.4				A	10	Queens	43909
chinese	4.0	2	0.2				A	12	Queens	50006
american	1.7777778	36	0.4					36	Bronx	45460
indpak	2.8823528	68	0.4	4	458	0.4	A	12	New York	95556
soup/salad/sandwiches	3.0	35	0.4	5	3	0.2	A	13	New York	210125
steak/seafood	3.25	44	0.4				A	11	Queens	60820
chinese	3.8333333	6	0.4	3	2	0.2			Brooklyn	42298
latin	3.2857144	7	0.4					22	New York	87813
mediterranean/mideastern	3.59375	32	0.4	3	100	0.2	A	12	New York	65934
bakery							A	2	Brooklyn	40146
american							A	6	New York	64013
caribbean	1.0	1					A	9	Queens	71292
breakfast_brunch	2.8333333	12	0.4				A	11	Queens	48236
indpak	3.261851	443	0.4				A	8	New York	91767
coffee/cafe	4.5	10	0.2				A	2	Brooklyn	40565
coffee/cafe	3.0	7	0.8	5	2	0.4	A	11	New York	95556
mexican	3.6666667	99	0.2				A	13	New York	65934
bars/nightlife	2.8142858	70	0.4					24	New York	91767
bars/nightlife	4.3042455	848	0.6					29	New York	101515
chinese	4.0	1					B	17	Brooklyn	35344
bakery	2.75	4	0.4				A	13	Queens	60603
japanese	3.9027777	72	0.4				A	12	Queens	50130
american	3.6815286	157	0.4	4	241	0.4	A	10	New York	95556
burgers/hotdogs/junk	1.7777778	9	0.2				A	12	Queens	67516
icecream/desserts	2.6666667	6	0.4				A	3	Staten Island	79820
spanish	3.0	8	0.4				A	12	Bronx	50329
icecream/desserts	3.3333333	3	0.2				A	13	Staten Island	54792
bakery							A	2	New York	91767
japanese	5.0	1					A	11	New York	106888
pizza	3.9583333	24	0.2				A	11	Brooklyn	54664
icecream/desserts	4.0	4	0.6				A	11	Staten Island	86011
latin							A	12	Queens	53914
american							A	3	Brooklyn	31415
italian	4.1538463	13	0.4				A	12	Queens	65295
soup/salad/sandwiches	3.0833333	48	0.4				A	11	New York	105311
indpak							A	8	Bronx	35358
japanese	3.9076922	131	0.4	3	22	0.4	B	26	New York	91767
thai/vietnamese/se_asian	4.022222	45	0.4	4	47	0.4	A	10	New York	80519
korean							A	12	Queens	67924
bakery	5.0	3					A	12	Queens	46325
pizza	3.3636363	22	0.4	5	4		A	7	New York	65934
american	3.3333333	9	0.2				Z	19	Queens	73893
chinese	2.7654321	81	0.2	4	76	0.4	A	3	Brooklyn	62634
mexican	3.2432432	740	0.6	4	57	0.6	A	7	New York	106888
mexican	3.625	8	0.2				B	17	Queens	47750
american	3.0	3	0.2				Z	28	New York	41352
diners	2.6426735	389	0.4				A	13	New York	68463
japanese	3.504	125	0.4	4	62	0.4	Z	25	New York	96974
delis	3.1538463	13	0.2				A	12	New York	210125
chinese	3.8922155	167	0.4				A	12	New York	32265
chinese	3.5652175	23	0.2	4	9	0.2	A	13	Brooklyn	57713
american							B	22	Queens	50130
pizza	3.3846154	13	0.2	3	2	0.4	A	11	Queens	46325
misc_asian							A	10	Brooklyn	38267
burgers/hotdogs/junk	3.0989583	191	0.4	3	16	0.4			Brooklyn	44173
soup/salad/sandwiches	4.357143	112	0.2	5	24	0.2	A	12	New York	87813
pizza							A	13	New York	80519
burgers/hotdogs/junk	2.8	35	0.2	2	146	0.2			New York	210125
soup/salad/sandwiches	4.4347825	92	0.2				A	3	Brooklyn	64981
latin	3.7058823	34	0.4	5	6	0.2	A	7	Queens	54188
burgers/hotdogs/junk								10	Bronx	26120
bakery							A	7	Queens	46325
american							A	7	Staten Island	86759
eastern_european							A	8	Brooklyn	62634
korean							A	8	Queens	43248
bbq/southern	3.3789473	285	0.4	4	22	0.2	A	9	Brooklyn	93184
mexican	3.83237	174	0.2	4	76	0.2	A	11	New York	100206
coffee/cafe	3.8875	80	0.2				A	5	Brooklyn	62634
mediterranean/mideastern	2.5	2	0.2				A	12	Brooklyn	41246
american	3.0	1	0.4				A	12	Brooklyn	38267
french	3.6778243	479	0.6				A	3	New York	64013
caribbean	4.178404	213	0.4				A	9	New York	68463
chinese	3.0	4	0.2				A	13	New York	59034
misc							A	13	Brooklyn	37636
chinese	3.0714285	28	0.2				B	20	Queens	52199
american							B	22	Brooklyn	93184
american	3.810219	137	0.4					10	Brooklyn	44173
bars/nightlife	4.509934	151	0.4				A	11	Queens	48548
chinese	3.4444444	36	0.2				A	11	Queens	73079
american	4.102941	68	0.6					16	New York	32265
pizza							A	7	Bronx	26541
pizza	3.5714285	14	0.2				Z	33	Bronx	35358
american							A	9	New York	101515
icecream/desserts	3.4	4	0.2				A	0	Brooklyn	42434
french	4.257732	97	0.2	5	14	0.2	A	12	Brooklyn	42298
american							A	10	Brooklyn	60758
coffee/cafe	3.4115226	243	0.4				A	5	Brooklyn	44173
bagels	3.164251	207	0.2	3	130	0.2	A	10	New York	210125
american							A	10	Staten Island	56883
italian	3.9857142	70	0.4				A	7	Brooklyn	41246
mediterranean/mideastern	4.3294797	173	0.4	5	163	0.4	A	8	Brooklyn	44173
italian	2.508772	57	0.4	3	23	0.6	A	10	New York	110091
bars/nightlife	3.8636363	154	0.4				A	9	New York	77853
soup/salad/sandwiches							A	8	Bronx	46001
mexican								26	Staten Island	51852
pizza	2.8888888	9	0.2					35	Queens	73079
american							A	13	Staten Island	54792
american							B	16	Brooklyn	62634
steak/seafood	4.183712	1056	0.8				A	10	New York	87813
mexican							B	21	Queens	58965
pizza	2.75	4	0.2				A	12	Brooklyn	41688
american	3.9027777	144	0.2				Z	18	New York	59034
thai/vietnamese/se_asian	3.73741	278	0.2	5	530	0.4	B	22	New York	68790
spanish							A	12	New York	40385
coffee/cafe							A	9	Brooklyn	93693
korean							A	7	Queens	48236
italian	3.9615386	260	0.8				A	9	New York	105311
burgers/hotdogs/junk	2.4418604	43	0.4					5	Bronx	55724
american							A	12	Staten Island	79820
italian	3.4496403	278	0.6	2	7	0.8	A	7	New York	95556
bars/nightlife	2.4411764	34	0.4				A	5	New York	80519
japanese	3.8245614	57	0.8				A	13	New York	101979
mediterranean/mideastern								30	Brooklyn	42568
vegan/vegetarian/health	4.0	48	0.4				A	7	New York	77853
bakery	4.5	14	0.2				A	7	Brooklyn	38267
mediterranean/mideastern	3.8592594	135	0.2	4	260	0.6		19	New York	80519
chinese	3.0566037	53	0.2	5	716	0.4	Z	3	New York	101979
chinese	3.4545455	11	0.2				A	10	Brooklyn	49629
mexican	2.8333333	6	0.2	4	38	0.4		0	Brooklyn	41246
bakery							A	12	New York	100206
american							A	11	New York	109960
